mock_id,question_id,section_order,section,topic,subtopic,difficulty,question_type,marks,negative_marks,time_limit_seconds,question,option_a,option_b,option_c,option_d,option_e,correct_option,correct_answer,explanation
FULL_MOCK_5,105,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,CP is Rs.900 and SP is Rs.810. Find loss percentage.,None of these,15%,20%,5%,10%,E,10%,Loss percentage = 90/CP x 100 = 10%.
FULL_MOCK_5,106,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,CP is Rs.1500 and SP is Rs.1800. Find profit percentage.,40%,25%,30%,20%,15%,D,20%,Profit percentage = 300/CP x 100 = 20%.
FULL_MOCK_5,107,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,CP is Rs.250 and SP is Rs.300. Find profit percentage.,30%,15%,40%,25%,20%,E,20%,Profit percentage = 50/CP x 100 = 20%.
FULL_MOCK_5,108,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,CP is Rs.2000 and SP is Rs.2200. Find profit percentage.,None of these,10%,15%,20%,5%,B,10%,Profit percentage = 200/CP x 100 = 10%.
FULL_MOCK_5,109,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,CP is Rs.600 and SP is Rs.540. Find loss percentage.,None of these,15%,10%,5%,20%,C,10%,Loss percentage = 60/CP x 100 = 10%.
FULL_MOCK_5,110,4,Quantitative Aptitude,Quantitative Aptitude,Simple Interest,Medium,Simple Interest,1,-0.25,60,Find SI on Rs.2000 at 5% per annum for 2 years.,Rs.300,Rs.200,None of these,Rs.400,Rs.100,B,Rs.200,SI = PRT/100 = 200.
FULL_MOCK_5,111,4,Quantitative Aptitude,Quantitative Aptitude,Simple Interest,Medium,Simple Interest,1,-0.25,60,Find SI on Rs.3000 at 10% per annum for 2 years.,Rs.800,Rs.300,Rs.700,Rs.500,Rs.600,E,Rs.600,SI = PRT/100 = 600.
FULL_MOCK_5,112,4,Quantitative Aptitude,Quantitative Aptitude,Simple Interest,Medium,Simple Interest,1,-0.25,60,Find SI on Rs.4000 at 6% per annum for 3 years.,Rs.360,Rs.820,Rs.620,Rs.920,Rs.720,E,Rs.720,SI = PRT/100 = 720.
FULL_MOCK_5,113,4,Quantitative Aptitude,Quantitative Aptitude,Simple Interest,Medium,Simple Interest,1,-0.25,60,Find SI on Rs.2500 at 8% per annum for 2 years.,Rs.200,Rs.600,Rs.300,Rs.500,Rs.400,E,Rs.400,SI = PRT/100 = 400.
FULL_MOCK_5,114,4,Quantitative Aptitude,Quantitative Aptitude,Simple Interest,Medium,Simple Interest,1,-0.25,60,Find SI on Rs.10000 at 7% per annum for 1 years.,Rs.900,Rs.350,Rs.800,Rs.600,Rs.700,E,Rs.700,SI = PRT/100 = 700.
FULL_MOCK_5,115,4,Quantitative Aptitude,Quantitative Aptitude,Simple Interest,Medium,Simple Interest,1,-0.25,60,Find SI on Rs.1500 at 12% per annum for 2 years.,Rs.360,Rs.560,Rs.460,Rs.260,Rs.180,A,Rs.360,SI = PRT/100 = 360.
FULL_MOCK_5,116,4,Quantitative Aptitude,Quantitative Aptitude,Simple Interest,Medium,Simple Interest,1,-0.25,60,Find SI on Rs.6000 at 5% per annum for 4 years.,Rs.1100,Rs.600,Rs.1300,Rs.1200,Rs.1400,D,Rs.1200,SI = PRT/100 = 1200.
FULL_MOCK_5,117,4,Quantitative Aptitude,Quantitative Aptitude,Simple Interest,Medium,Simple Interest,1,-0.25,60,Find SI on Rs.8000 at 9% per annum for 2 years.,Rs.1640,Rs.1340,Rs.1540,Rs.1440,Rs.720,D,Rs.1440,SI = PRT/100 = 1440.
FULL_MOCK_5,118,4,Quantitative Aptitude,Quantitative Aptitude,Simple Interest,Medium,Simple Interest,1,-0.25,60,Find SI on Rs.12000 at 6% per annum for 2 years.,Rs.1440,Rs.1540,Rs.720,Rs.1640,Rs.1340,A,Rs.1440,SI = PRT/100 = 1440.
FULL_MOCK_5,119,4,Quantitative Aptitude,Quantitative Aptitude,Simple Interest,Medium,Simple Interest,1,-0.25,60,Find SI on Rs.500 at 10% per annum for 3 years.,Rs.75,Rs.350,Rs.150,Rs.250,Rs.50,C,Rs.150,SI = PRT/100 = 150.
FULL_MOCK_5,120,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Medium,Percentage,1,-0.25,60,A salary is increased from Rs.20000 to Rs.25000. Increase percentage?,15%,25%,20%,30%,10%,B,25%,"Increase=5000, percentage=5000/20000 x100 =25%."
