mock_id,question_id,section_order,section,topic,subtopic,difficulty,question_type,marks,negative_marks,time_limit_seconds,question,option_a,option_b,option_c,option_d,option_e,correct_option,correct_answer,explanation
FULL_MOCK_3,104,4,Quantitative Aptitude,Quantitative Aptitude,Speed Distance Time,Easy,Speed,1,-0.25,60,A car covers 120 km in 3 hours. Speed?,60 km/h,30 km/h,40 km/h,80 km/h,50 km/h,C,40 km/h,Speed = 120/3 = 40.
FULL_MOCK_3,105,4,Quantitative Aptitude,Quantitative Aptitude,Speed Distance Time,Medium,Speed,1,-0.25,60,A train travels 300 km in 5 hours. Speed?,50 km/h,70 km/h,65 km/h,60 km/h,55 km/h,D,60 km/h,Speed = 300/5 = 60.
FULL_MOCK_3,106,4,Quantitative Aptitude,Quantitative Aptitude,Train Problems,Hard,Train,1,-0.25,60,A train 150 m long passes a pole in 10 seconds. Speed?,54 km/h,45 km/h,72 km/h,60 km/h,50 km/h,A,54 km/h,150/10 = 15 m/s = 54 km/h.
FULL_MOCK_3,107,4,Quantitative Aptitude,Quantitative Aptitude,Train Problems,Hard,Train,1,-0.25,60,A train 200 m long crosses a 300 m platform in 25 seconds. Speed?,60 km/h,80 km/h,72 km/h,90 km/h,108 km/h,C,72 km/h,"Distance=500m, speed=20m/s=72km/h."
FULL_MOCK_3,108,4,Quantitative Aptitude,Quantitative Aptitude,Mensuration,Easy,Area,1,-0.25,60,Area of rectangle length 10 cm and breadth 5 cm?,100 sq.cm,60 sq.cm,25 sq.cm,50 sq.cm,40 sq.cm,D,50 sq.cm,Area = 10 x 5.
FULL_MOCK_3,109,4,Quantitative Aptitude,Quantitative Aptitude,Mensuration,Medium,Area,1,-0.25,60,Area of triangle base 12 cm and height 8 cm?,72 sq.cm,96 sq.cm,60 sq.cm,36 sq.cm,48 sq.cm,E,48 sq.cm,Area = 1/2 x 12 x 8.
FULL_MOCK_3,110,4,Quantitative Aptitude,Quantitative Aptitude,Algebra,Easy,Equation,1,-0.25,60,"If x + 5 = 12, then x = ?",6,5,8,7,9,D,7,x=7.
FULL_MOCK_3,111,4,Quantitative Aptitude,Quantitative Aptitude,Algebra,Medium,Equation,1,-0.25,60,"If 5x = 45, find x.",7,11,5,9,15,D,9,x=45/5=9.
FULL_MOCK_3,112,4,Quantitative Aptitude,Quantitative Aptitude,Discount,Medium,Discount,1,-0.25,60,"Marked price Rs.1000, discount 10%. Selling price?",Rs.950,Rs.1000,Rs.800,Rs.900,Rs.850,D,Rs.900,"Discount=100, SP=900."
FULL_MOCK_3,113,4,Quantitative Aptitude,Quantitative Aptitude,Boats,Hard,Boats and Streams,1,-0.25,60,Boat travels 30 km downstream in 3h and 18 km upstream in 3h. Speed in still water?,12 km/h,8 km/h,6 km/h,10 km/h,14 km/h,B,8 km/h,"Downstream=10, upstream=6, still water=(10+6)/2=8."
FULL_MOCK_3,114,4,Quantitative Aptitude,Quantitative Aptitude,Number System,Easy,Simplification,1,-0.25,60,Simplify: 7 + 3 x 4,19,20,28,16,40,A,19,Multiplication first: 12+7=19.
FULL_MOCK_3,115,4,Quantitative Aptitude,Quantitative Aptitude,Fractions,Easy,Fractions,1,-0.25,60,Simplify: 1/2 + 1/4,1,3/4,2/4,1/2,1/4,B,3/4,"1/2=2/4, total=3/4."
FULL_MOCK_3,116,4,Quantitative Aptitude,Quantitative Aptitude,Squares,Easy,Square Root,1,-0.25,60,Square root of 144?,14,10,11,13,12,E,12,12 x 12 = 144.
FULL_MOCK_3,117,4,Quantitative Aptitude,Quantitative Aptitude,Series,Medium,Number Series,1,-0.25,60,"Find next number: 6, 11, 21, 41, ?",101,61,81,71,91,C,81,"Differences: 5,10,20,40."
FULL_MOCK_3,118,4,Quantitative Aptitude,Quantitative Aptitude,Partnership,Medium,Ratio,1,-0.25,60,A number is divided in ratio 2:3:5. Largest part is 50. Number?,80,100,90,150,120,B,100,"5 parts=50, one part=10, total=100."
FULL_MOCK_3,119,4,Quantitative Aptitude,Quantitative Aptitude,Average Speed,Hard,Speed,1,-0.25,60,A person travels 40 km at 20 km/h and 60 km at 30 km/h. Average speed?,25 km/h,24 km/h,28 km/h,30 km/h,26 km/h,A,25 km/h,"Total distance=100, total time=4h, avg=25."
FULL_MOCK_3,120,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Easy,Percentage,1,-0.25,60,What is 25% of 360?,100,80,90,180,110,C,90,25% of 360 = 90.
