mock_id,question_id,section_order,section,topic,subtopic,difficulty,question_type,marks,negative_marks,time_limit_seconds,question,option_a,option_b,option_c,option_d,option_e,correct_option,correct_answer,explanation
FULL_MOCK_4,109,4,Quantitative Aptitude,Quantitative Aptitude,Percentage,Easy,Percentage,1,-0.25,60,What is 30% of 900?,290,260,280,540,270,E,270,30% of 900 = 270.
FULL_MOCK_4,110,4,Quantitative Aptitude,Quantitative Aptitude,Ratio,Medium,Ratio,1,-0.25,60,A ratio is 2:3 and total is 90. Find the first part.,54,31,90,36,41,D,36,First part = 2/(2+3) x 90 = 36.
FULL_MOCK_4,111,4,Quantitative Aptitude,Quantitative Aptitude,Ratio,Medium,Ratio,1,-0.25,60,A ratio is 4:5 and total is 72. Find the first part.,37,27,72,32,40,D,32,First part = 4/(4+5) x 72 = 32.
FULL_MOCK_4,112,4,Quantitative Aptitude,Quantitative Aptitude,Ratio,Medium,Ratio,1,-0.25,60,A ratio is 3:4 and total is 63. Find the first part.,27,63,32,36,22,A,27,First part = 3/(3+4) x 63 = 27.
FULL_MOCK_4,113,4,Quantitative Aptitude,Quantitative Aptitude,Ratio,Medium,Ratio,1,-0.25,60,A ratio is 5:7 and total is 120. Find the first part.,50,55,120,45,70,A,50,First part = 5/(5+7) x 120 = 50.
FULL_MOCK_4,114,4,Quantitative Aptitude,Quantitative Aptitude,Ratio,Medium,Ratio,1,-0.25,60,A ratio is 2:5 and total is 84. Find the first part.,29,24,60,19,84,B,24,First part = 2/(2+5) x 84 = 24.
FULL_MOCK_4,115,4,Quantitative Aptitude,Quantitative Aptitude,Ratio,Medium,Ratio,1,-0.25,60,A ratio is 6:5 and total is 132. Find the first part.,72,67,77,132,60,A,72,First part = 6/(6+5) x 132 = 72.
FULL_MOCK_4,116,4,Quantitative Aptitude,Quantitative Aptitude,Ratio,Medium,Ratio,1,-0.25,60,A ratio is 3:2 and total is 100. Find the first part.,55,40,65,100,60,E,60,First part = 3/(3+2) x 100 = 60.
FULL_MOCK_4,117,4,Quantitative Aptitude,Quantitative Aptitude,Ratio,Medium,Ratio,1,-0.25,60,A ratio is 7:8 and total is 150. Find the first part.,80,65,150,70,75,D,70,First part = 7/(7+8) x 150 = 70.
FULL_MOCK_4,118,4,Quantitative Aptitude,Quantitative Aptitude,Ratio,Medium,Ratio,1,-0.25,60,A ratio is 5:3 and total is 96. Find the first part.,36,65,60,55,96,C,60,First part = 5/(5+3) x 96 = 60.
FULL_MOCK_4,119,4,Quantitative Aptitude,Quantitative Aptitude,Ratio,Medium,Ratio,1,-0.25,60,A ratio is 4:5 and total is 45. Find the first part.,15,25,45,None of these,20,E,20,First part = 4/(4+5) x 45 = 20.
FULL_MOCK_4,120,4,Quantitative Aptitude,Quantitative Aptitude,Profit and Loss,Medium,Profit/Loss,1,-0.25,60,CP is Rs.500 and SP is Rs.600. Find profit percentage.,30%,40%,20%,15%,25%,C,20%,Profit percentage = 100/CP x 100 = 20%.
